keyword,article_count
zellweger spectrum disorder,2
zidovudine,2
zimberelimab,2
zingiber officinale,2
zinner’s syndrome,2
zirconia abutment,2
ziv-aflibercept,2
zoledronate,2
zollinger-ellison syndrome,2
zonisamide,2
zonulin,2
zoonotic,2
zoonotic transmission,2
zygomatic implants,2
α-thalassemia,2
α4β7 integrin,2
β-cell function,2
β-human chorionic gonadotropin,2
β-lactam/β-lactamase inhibitor,2
"""acne inversa""",1
"""hidradenitis suppurativa""",1
#cardio-oncology,1
#covid19 #trichosporonasahii #opportunisticinfection #fungal #cavitarypneumonia,1
"%fev1, % post-bronchodilator forced expiratory volume in 10 s",1
%fev10,1
"(1) clear cell papillary renal cell carcinoma (ccprcc) can present in different clinical settings (2) urologists should consider ccprcc in the differentials of radiologically small-sized rccs, as more conservative management can be applied for it (3) pathologists should be mindful to rule in ccprcc when seeing both the tubulo-papillary architecture and clear tumour cells on histopathological examination",1
"(1,3)-beta-d-glucan",1
(18) f-fluorodeoxyglucose-positron emission tomography/computed tomography,1
(ct) scan,1
(cvs),1
(emergence from) minimally conscious state,1
(enos) t-786c mutation,1
(flexible) assertive community treatment,1
(ganglio)neurocytoma,1
(h1),1
(ibd) inflammatory bowel disease,1
(literature) review,1
(mesh),1
(pre)eclampsia,1
(s)-4-methoxydalbergione,1
(s)-4’-hydroxy-4-metho- xydalbergione,1
(t)evar,1
(vre),1
*therapy],1
-küster-hauser,1
0025% povidone-iodine,1
0531-56006952 2 von-hippel lindau syndrome,1
1,1
"1 for cases with unilateral cryptorchidism and a contralateral descendent testis with an associated hernia, should raise a suspicion of tte",1
"1, 3-dichloropropene",1
"1,25(oh)2d3",1
"1,25-dihydroxyvitamin d3",1
1-year follow-up,1
10 engineering and structural materials,1
10-methylenetetrahydrofolate reductase,1
103 composites,1
10p15 duplication,1
10p153 microdeletion syndrome,1
10q21 deletion,1
10q22 deletion,1
10qter deletion,1
11),1
11-beta hydroxylase deficiency,1
11-beta-hydroxylase deficiency,1
11-deoxycortysol,1
11-ketotestosterone,1
111in-pentetreotide scintigraphy,1
11c-acetate pet,1
11c-methionine,1
11c-methionine-pet,1
11c-pib pet,1
11c-pittsburgh compound b positron emission tomography,1
11p duplication,1
11p15,1
11p15 duplication,1
11p155 deletion,1
11q terminal deletions,1
11q233-qter monosomy,1
11q233-qter trisomy,1
11th nerve schwannoma,1
11β-hydroxylase deficiency,1
12 spontaneous,1
12)(q26,1
12)(q31,1
123i-fp-cit,1
123i-iomazenil,1
123i-mibg scintigraphy,1
125 i seed implantation,1
125i,1
125i seeds,1
12p microdeletion spectrum,1
12p-,1
12p132 microdeletion,1
12q13-15 amplification,1
12q1313 microdeletion/microduplication,1
13)(p14,1
13-valent pneumococcal conjugate vaccine,1
131i scintigraphy,1
131i treatment,1
131i-whole body scan,1
135 mb tetrasomy,1
13513 mutation,1
13588427516,1
13q deletion syndrome,1
13q1211,1
"13q14 deletion, dleu and rb1 gene loss",1
13q311,1
14),1
14) plasma cell neoplasm,1
14)(q27,1
14)(q33,1
14-3-3 protein,1
1470 nm diode laser,1
14q,1
14q duplication,1
14q12,1
14q13 deletion,1
14q323-qter duplication,1
15 or more metastatic lesions treated by radiotherapy,1
15),1
152 a>g (ptyr51cys) pathogenic variant,1
1550 nm erbium,1
15o-gas,1
15q duplication related disorders,1
15q duplication syndrome,1
15q112,1
15q112 bp1-bp2 microdeletion,1
15q23 duplication,1
15q261 interstitial deletion,1
16)(p112,1
1677delta,1
16p duplication,1
16p112 microduplication,1
16p133,1
16q242 microdeletion,1
16q243 duplication,1
16s pcr,1
16s rdna pcr,1
16s rdna sequencing,1
16s ribosomal dna polymerase chain reaction,1
16s ribosomal rna genes,1
16s rrna analysis,1
16s rrna gene,1
16s rrna pcr sequencing,1
16s rrna sequence,1
16s rrna sequence analysis,1
17) (q35,1
17)(q22,1
17-hydroxyprogesterone,1
17-ohp,1
177 lu-dotatate peptide receptor radionuclide therapy,1
177lu dotatate,1
177lu-dota-tate,1
177lu-dotatate,1
177lu-dotatoc,1
177lutetium-dotatate,1
17p112 duplication,1
17q112,1
17q12 duplication,1
17q12 microdeletion syndrome,1
17α-hydroxylase/17,1
17β-estradiol (e2),1
17β-hydroxysteroid dehydrogenase type 3 deficiency,1
18 - fluorodeoxyglucose positron emission tomography-computed tomography,1
18 f-fdg,1
18 f-fdg-pet ct scan,1
18 f-fluorodeoxyglucose,1
18-f fluorodeoxyglucose positron emission tomography/computed tomography,1
18-f-fluorodeoxyglucose positron emission tomography/computed tomography,1
18-fdg,1
18-fluorodeoxyglucose positron emission tomography-computed tomography,1
18-fluorodeoxyglucose positron emission tomography/computed tomography,1
180°,1
18f,1
18f fdg pet-ct,1
18f-deoxy-2-d-glucose,1
18f-fdg pet,1
18f-fdg pet ct,1
18f-fdg pet-ct,1
18f-fdg pet/ct imaging,1
18f-fdg–pet/ct,1
18f-fdopa,1
18f-flouro deoxyglucose positron emission tomography/computed tomography,1
18f-fludeoxyglucose positron emission tomography–computed tomography,1
18f-fluoride,1
18f-fluoride pet-ct,1
18f-fluoride positron emission tomography/computed tomography,1
18f-fluoro-2-deoxy-d-glucose positron emission computed tomography (18f-fdg-pet),1
18f-fluoro-deoxyglucose,1
18f-fluoro-deoxyglucose (18f-fdg) positron emission tomography,1
18f-fluorodeoxyglucose (fdg),1
18f-fluorodeoxyglucose pet/ct,1
18f-fluorodeoxyglucose positron emission tomography (18f-fdg pet),1
18f-fluorodeoxyglucose positron emission tomography and computed tomography,1
18f-fluorodeoxyglucose positron emission tomography with computed tomography,1
18f-fluorodeoxyglucose positron emission tomography-computed tomography,1
18f-fluorodeoxyglucose positron emission tomography/contrast-enhanced computed tomography,1
18f-fluorodeoxyglucose-pet,1
18f-fluorodeoxyglucose-positron emission tomography,1
18f-fluorodeoxyglucose-positron emission tomography/computed tomography,1
18f-ftc-146,1
18f-pi-2620,1
18f-psma,1
18f-psma pet/ct,1
18f-psma-1007,1
18f-psma-1007 pet/ct,1
18f-thk5351 pet,1
18fdg-pet-ct,1
18fluorine-fluoro-d-glucose,1
18fluorodeoxyglucose positron emission tomography/computed tomography scan,1
18f‐fdg pet/ct,1
18p,1
18p deletion,1
18p monosomy,1
18p1131-p1123 microduplication,1
18q deletion syndrome,1
18q partial trisomy,1
18q221 deletion,1
18s rrna,1
18 f-fet-pet/ct scan,1
18‐f‐fdg pet/ct scan,1
19 computed tomography sars-cov −2,1
19),1
19)(q23,1
19p132p1312 deletion,1
19p133 microdeletion,1
19q duplication,1
19q1311 microdeletion syndrome,1
19q132,1
1h-mrs,1
1p-19q,1
1p/22q co-deletion,1
1p213,1
1p221p213 duplication,1
1p36 deletion syndrome,1
1p36 duplication,1
1p36 microdeletion,1
1p36 microtriplication,1
1q,1
1q duplication,1
1q21 microdeletion,1
1q211 deletion syndrome,1
1q211 duplication,1
1q211 duplication syndrome,1
1q212,1
1q32,1
1q42 deletion,1
1q43 duplication,1
1q43q44 deletion,1
1q43q44 microdeletion syndrome,1
1q44 microdeletion syndrome,1
1st trimester,1
1α-hydroxylase,1
1α-hydroxylase (cyp27b1),1
2 ultrasonographic evaluation is to be done to diagnose this condition before surgery,1
2 × 4 appliance,1
2% chlorhexidine (chx) gluconate,1
"2, 8 dihydroxyadenine",1
"2,2-dichloro-1,1,1-trifluoroethane",1
"2,4-dichlorophenoxyacetic acid",1
"2,8-dihydroxyadenine",1
2-hydroxyglutarate,1
2-hydroxyglutaric aciduria,1
2-stage revision,1
2-succino-cysteine,1
20% potassium hydroxide solution,1
20),1
20-gauge vitreous cutter,1
20-lyase deficiency,1
2019-ncov vaccine mrna-1273,1
2022,1
20p123 microdeletion syndrome,1
20q1333 deletion syndrome,1
21) (q22,1
21)(p22,1
21-hydroxylase deficiency- azoospermia - male infertility,1
21q22,1
22 echocardiography,1
22)(p13,1
22)(p213,1
22)(q27,1
22q11 deletion,1
22q112,1
22q112 duplication,1
22q112 duplication syndrome,1
22q112ds (lcr22-4 to lcr22-5),1
22q133 deletion,1
22q133 deletion syndrome,1
23 gauge,1
23na-mri,1
23s rrna,1
24 h pericardial effusion drainage,1
"24,25(oh)2d3",1
24-h intragastric ph monitoring,1
24-hour,1
24-hour urinary total protein quantification,1
24-hydroxylase deficiency,1
25 hydroxyvitamin d,1
25(oh) 2d 3),1
25(oh)d,1
25(oh)d3,1
25-dihydroxyvitamin d3,1
25-hydroxy vitamin d,1
25-hydroxyvitamin d-1α hydroxylase,1
25mm mini reconstruction plate,1
27-gauge bending tip cannula,1
27-gauge cannula,1
27-gauge twin duty cycle vitreous cutter,1
2766 extradural spinal meningioma,1
2d-echocardiography,1
2nd primary malignancy,1
2p duplication,1
2p112,1
2p112 deletion,1
2p14 deletion,1
2p14p15 microdeletion syndrome,1
2p15 microdeletion syndrome,1
2p161p15,1
2p253 deletion,1
2q deletion,1
2q13 deletion,1
2q243 microduplication,1
2q32q33 microdeletion syndrome,1
2q37,1
2q373 deletion,1
2rt laser treatment,1
2sc immunohistochemistry,1
"3 intraoperatively, tte may be associated with persistent mullerian structures, hence the need for cautious separation of these structures from vas deferens",1
3 tesla,1
3 – methylcrotonylglycinuria,1
3),1
3-d printing,1
3-dimensional computed tomography,1
3-dimensional ct,1
3-dimensional transesophageal echocardiography,1
3-dimensional-printing,1
3-hydroxy-3-methyl-glutaryl-coenzyme a reductase,1
3-hydroxy-3-methylglutaryl-coa synthase deficiency,1
3-hydroxy-3-methylglutaryl-coenzyme a reductase,1
3-methoxy-4-hydroxyphenylglycol,1
3-methoxytyramine,1
3-methylcrotonyl-coa carboxylase deficiency,1
3-mga,1
3-pentanedione,1
3-weekly daratumumab,1
305 plasma / laser processing,1
32),1
3243a >g mutation,1
360 spinal fixation,1
360-degrees,1
360° cavernous sinus,1
3d bioprinting,1
3d carbon fiber stent,1
3d cardiac model,1
3d computed tomography,1
3d computed tomography angiography,1
3d ct angiography,1
3d ct reconstruction,1
3d culture,1
3d dynamic model,1
3d electroanatomical mapping,1
3d glenoid bone model,1
3d high‐definition screen,1
3d histopathology,1
3d images,1
3d in covid19,1
3d laparoscopic surgery,1
3d laparoscopy-assisted treatment,1
3d lung reconstructions,1
3d matrix,1
3d metal printing,1
3d model,1
3d modeling in pneumonia,1
3d parenchima reconstruction,1
3d planning,1
3d prinitng,1
3d print,1
3d printed anatomical models,1
3d printed jigs,1
3d printed prosthetics,1
3d printed templates,1
3d printed titanium implant,1
3d printing in cardiothoracic surgery,1
3d printing in surgery,1
3d psp,1
3d quantify in pneumonia,1
3d reconstitution,1
3d reconstructions,1
3d rendering in pneumonia,1
3d rotational angiography,1
3d simulation,1
3d spheroid ex vivo assay,1
3d structure,1
3d surgical planning,1
3d ultrasonography,1
3d virtual model,1
3d volumetry,1
3d-computed tomography,1
3d-ct planning,1
3d-dsa,1
3d-echocardiography,1
3d-milled implant,1
3d-printed,1
3d-printed applicator,1
3d-printed cutting guide,1
3d-printed guides,1
3d-printed implant,1
3d-printed patient-specific phantom,1
3d-printed template,1
3d-space technology,1
3dpdf,1
3dpsp,1
3d‐printed,1
3m syndrome,1
3mdr,1
3p263 microduplication,1
3q29,1
3q29 microdeletion,1
3q29 microduplication syndrome,1
3rd line therapy,1
3rd metacarpal,1
3shape,1
3t mri scanner,1
3xtg-ad,1
3β-hsd,1
3β-hydroxysteroid dehydrogenase type 2 deficiency,1
3‐dimensional,1
4 flap,1
4 level spinal dysraphism,1
4)(q34,1
4-aminoantipyrine (aa),1
4-d,1
4-factor prothrombin complex concentrate,1
4-factor prothrombin complex concentrate (4f-pcc) (kcentra),1
4-m-5-pp,1
4-methylenedioxyamphetamine,1
4-methylenedioxymethamphetamine (mdma),1
40-gene expression profile,1
40-gep,1
40hz,1
"45,x/46,xy mosaicism",1
45mm bone plate,1
45xo/46xy mixed gonadal dysgenesis,1
46 xx,1
46 xx male,1
"46, xy gonadal dysgenesis",1
"46,xx disorders of sex development",1
"46,xx gonadal dysgenesis",1
"46,xx testicular dsd",1
"46,xy different sexual development",1
"46,xy disorder of sex development",1
"46,xy undervirilization",1
"46,xy-dsd",1
46xx t(2,1
46xy sex reversal,1
47,1
"47,xxy (aneuploidy of klinefelter syndrome)",1
"47,xyy syndrome",1
47xxy/46xx mosaicism,1
48,1
"48, xyyy syndrome",1
4d flow,1
4d flow cmr,1
4d flow-mri,1
4d strain,1
4d-computed tomography,1
4dflow,1
4k-3d exoscope,1
4p,1
4p trisomy,1
4p163 deletion,1
4p163 microduplication syndrome,1
4q21,1
4q283-3123,1
4th cranial nerve palsy,1
4th ventricle neurocysticercosis,1
5,1
5 hydroxyl indole acetic acid,1
5% hypertonic saline,1
5% lidocaine medicated plaster,1
5),1
5-ala-pdd,1
5-aminolaevulinic acid (ala) photodynamic therapy (pdt),1
5-aminolaevulinic acid hydrochloride,1
5-aminolevulinic acid dehydratase,1
5-aminolevulinic acid dehydratase deficiency porphyria,1
5-aminolevulinic acid synthase,1
5-asa lung fibrosis,1
5-bromo-2-nitropyridine,1
5-fluorouracil toxicity,1
5-fu (5-fluorouracil),1
5-fu cardiotoxicity,1
"5-hiaa, 5-hydroxyindolacetic acid",1
5-ht1a,1
5-ht2a,1
5-ht3-receptor antagonist,1
5-htt,1
5-hydroxytryptamine,1
5-methoxy-n,1
5-mthf,1
5-mthf (methyltetrahydrofolate),1
5-nitro-8-hydroxyquinoline,1
5-oxoproline,1
5-oxoprolinuria,1
5d-asc,1
5fu,1
5g cloud technology support platform,1
5ht-2a,1
5p deletion,1
5p tetrasomy,1
5q232-233 duplication,1
5q312q313 deletion,1
5q313 microdeletion syndrome,1
5q– myelodysplastic syndrome,1
5th metacarpal base,1
5α-reductase inhibitors,1
5‐aminosalicylate,1
5’-untranslated region,1
5′ nok fusion,1
5′ utr,1
6-oxopipecolate,1
6-tgn,1
68 ga-dotatate pet-ct scan,1
68 ga-dotatate-pet,1
68ga - dotanoc,1
68ga dotanoc positron emission tomography/computed tomography,1
68ga dotatate pet/ct,1
68ga-dota-e-[c(rgdfk)]2,1
68ga-dota-noc,1
68ga-dotanoc pet/ct,1
68ga-dotatate positron emission tomography-computed tomography,1
68ga-dotatoc-pet/ct,1
68ga-pentixafor pet-ct,1
68ga-prostate-specific membrane antigen,1
68gallium-dotatoc pet/ct,1
68ga‐pentixafor,1
"69,xxx",1
6q16 deletion,1
6q161–q21 deletion,1
6q23 deletion,1
6q27 deletion,1
6th nerve palsy,1
7 tesla,1
7- c1-inhibitor,1
7-dehydrocholesterol reductase,1
7-valent conjugated vaccine,1
730-nm ti,1
750_758del,1
7d high-intensity macro- and micro-focused ultrasound,1
7p15 deletion,1
7p22,1
7q duplication,1
7q terminal deletion syndrome,1
7q1123,1
7q1123 williams–beuren syndrome region micro duplication,1
7q31 deletion,1
7q35-7q363 deletion,1
7t mri,1
7th cranial nerve agenesis,1
7 t,1
7–0 polypropylene flange,1
8),1
8-ohdg,1
80 and over,1
80-mdct,1
8p deletion,1
8p duplication,1
8p(213–p233) duplication,1
8p11 myeloproliferative syndrome,1
8p22,1
8p23 deletion,1
8p231,1
8p231 duplication syndrome,1
8q213q221 deletion,1
8q233-q2412 deletion,1
9,1
9),1
9) translocation,1
9)(q21,1
90y,1
94t,1
97 adult congenital heart disease,1
99 mtcmethylene diphosphonate bone scintigraphy,1
99m tc mdp skeletal scintigraphy,1
99mtc,1
99mtc methylene diphosphonate extra-osseous uptake,1
99mtc mibi scan,1
99mtc-dmsa,1
99mtc-ehylene cysteine dimer,1
99mtc-ethyl cysteinate dimer,1
99mtc-ethylenedicysteine,1
99mtc-labeled colloid spect/ct,1
99mtc-pertechnetate,1
99mtc-sulphur colloid spect,1
99mtco4-,1
99mtechnetium-mdp,1
99tcm-mdp bone scan,1
9p22 duplication,1
9q subtelomeric deletion syndrome,1
9q2113 deletion syndrome,1
9qter duplication,1
<15% bone marrow ringed sideroblasts,1
[18f]-2’-fluoro-2’-deoxy-d-glucose,1
[18f]-fdg,1
[18f]-fluorocholine,1
[18f]alf-oc,1
[18f]dcfpyl,1
[18f]fdg-pet-ct,1
[18f]fdg-pet/ct,1
[18f]fdg-pet/ct scan,1
[18f]fet pet,1
[18f]fluorocholine pet/ct,1
[18f]fluorodeoxyglucose-positron emission tomography (fdg-pet),1
[18f]naf pet/ct,1
[18f]pi2620,1
[68ga]-dotatate,1
[68ga]ga-psma-11 pet/ct,1
[68ga]ga-psma-pet/ct,1
a buried catheter for peritoneal dialysis,1
a combined human case,1
a consanguineous family,1
a coronary artery anomaly,1
a delayed clinical presentation,1
a flavus,1
a huge uterine fibroids,1
a nephropathy,1
a pd-1 inhibitor,1
a pediatric case,1
a proliferation-inducing ligand,1
a promising therapeutic approach,1
a pulse oximetry,1
a rare case,1
a rare case of adult medulloblastoma,1
a report of three cases in colombia,1
a robotic c-arm cone-beam computed tomography,1
a supernumerary marker of chromosome 12,1
a teachable moment,1
a wide radical excision,1
a xylosoxidans,1
a-b-a-c-a design,1
a1 pulley,1
a1 segment,1
a1c,1
a2,1
a2 aneurysm,1
a20,1
a2063g mutation,1
a3 subgroup,1
a3243g mutation,1
a4v,1
a8344g mutation,1
aa,1
aa (secondary) amyloidosis,1
aa-pnh syndrome,1
aaa,1
aacg,1
aagab,1
aanesthetic management,1
aapox,1
aars2,1
aars2 leukoencephalopathy,1
aars2 mutation,1
aarskog-scott syndrome,1
"aat, alpha 1 antitrypsin",1
"aatd, alpha 1 antitrypsin deficiency",1
aav (anca-associated vasculitis),1
aav and mm,1
aav9 antibody titer,1
ab ingestis,1
ab interno goniotomy,1
ab interno trabeculotomy,1
ab variant gm2 gangliosidosis,1
